start_ts,end_ts,total_pkts,total_bytes,unique_src,unique_dst,tcp_syn_count,udp_count,avg_pkt_len,mqtt_msg_count,mqtt_bytes,avg_mqtt_payload_len,unique_mqtt_endpoints
1773067721.427036,1773067724.427036,18,2216,2,2,0,0,123.11111111111111,8,968,121.0,1
1773067724.427036,1773067727.427036,27,3481,2,2,0,0,128.92592592592592,13,1561,120.07692307692308,1
1773067727.427036,1773067730.427036,14,1853,2,2,0,0,132.35714285714286,7,845,120.71428571428571,1
1773067730.427036,1773067733.427036,0,0,0,0,0,0,0,0,0,0,0
1773067733.427036,1773067736.427036,0,0,0,0,0,0,0,0,0,0,0
1773067736.427036,1773067739.427036,26,3262,2,2,0,0,125.46153846153847,12,1438,119.83333333333333,1
1773067739.427036,1773067742.427036,16,2119,2,2,0,0,132.4375,8,967,120.875,1
1773067742.427036,1773067745.427036,18,2382,2,2,0,0,132.33333333333334,9,1086,120.66666666666667,1
1773067745.427036,1773067748.427036,18,2378,2,2,0,0,132.11111111111111,9,1082,120.22222222222223,1
1773067748.427036,1773067751.427036,24,3170,2,2,0,0,132.08333333333334,12,1442,120.16666666666667,1
1773067751.427036,1773067754.427036,16,2119,2,2,0,0,132.4375,8,967,120.875,1
1773067754.427036,1773067757.427036,20,2650,2,2,0,0,132.5,10,1210,121.0,1
1773067757.427036,1773067760.427036,17,1999,2,2,0,0,117.58823529411765,7,847,121.0,1
1773067760.427036,1773067763.427036,26,3433,2,2,0,0,132.03846153846155,13,1561,120.07692307692308,1
1773067763.427036,1773067766.427036,14,1854,2,2,0,0,132.42857142857142,7,846,120.85714285714286,1
1773067766.427036,1773067769.427036,24,2840,2,2,0,0,118.33333333333333,10,1208,120.8,1
1773067769.427036,1773067772.427036,18,2214,2,2,0,0,123.0,8,966,120.75,1
1773067772.427036,1773067775.427036,24,3168,2,2,0,0,132.0,12,1440,120.0,1
1773067775.427036,1773067778.427036,20,2475,2,2,0,0,123.75,9,1083,120.33333333333333,1
1773067778.427036,1773067781.427036,18,2384,2,2,0,0,132.44444444444446,9,1088,120.88888888888889,1
1773067781.427036,1773067784.427036,16,2119,2,2,0,0,132.4375,8,967,120.875,1
1773067784.427036,1773067787.427036,26,3435,2,2,0,0,132.1153846153846,13,1563,120.23076923076923,1
1773067787.427036,1773067790.427036,14,1854,2,2,0,0,132.42857142857142,7,846,120.85714285714286,1
1773067790.427036,1773067793.427036,21,2698,2,2,0,0,128.47619047619048,10,1210,121.0,1
1773067793.427036,1773067796.427036,16,1951,2,2,0,0,121.9375,7,847,121.0,1
1773067796.427036,1773067799.427036,26,3432,2,2,0,0,132.0,13,1560,120.0,1
1773067799.427036,1773067802.427036,2,265,2,2,0,0,132.5,1,121,121.0,1
